	locus	Genus	Species	environment	character	IS26	length	CDS	gene counts	Gene_proportion
2009	NC_014754	Sulfuricurvum	kujiense		static		118585.0	114.0	1.0	0.008771929824561403
2010	NC_014755	Sulfuricurvum	kujiense		static		71513.0	85.0	0.0	0.0
2011	NC_014756	Sulfuricurvum	kujiense		static		51014.0	55.0	0.0	0.0
2013	NC_014917	Thermovibrio	ammonificans		static		76561.0	97.0	0.0	0.0
2014	NC_014226	Waddlia	chondrophila		static		15593.0	23.0	0.0	0.0
2015	NC_017561	Xylella	fastidiosa		static		26180.0	37.0	0.0	0.0
2016	NC_010683	Ralstonia	pickettii		mosaic		80934.0	85.0	0.0	0.0
2017	NC_010466	Leuconostoc	citreum		static		31463.0	35.0	0.0	0.0
2018	NC_010467	Leuconostoc	citreum		static		17971.0	21.0	0.0	0.0
2019	NC_010469	Leuconostoc	citreum		static		12183.0	14.0	0.0	0.0
2020	NC_010470	Leuconostoc	citreum		static		38713.0	43.0	0.0	0.0
2022	NC_009669	Ochrobactrum	anthropi		mosaic		170351.0	173.0	0.0	0.0
2023	NC_009670	Ochrobactrum	anthropi		static		101491.0	100.0	0.0	0.0
2024	NC_009671	Ochrobactrum	anthropi		mosaic		93589.0	93.0	0.0	0.0
2025	NC_009672	Ochrobactrum	anthropi		static		57138.0	38.0	0.0	0.0
2026	NC_011664	Shewanella	baltica		mosaic		88311.0	84.0	0.0	0.0
2027	NC_011668	Shewanella	baltica		static		65448.0	62.0	0.0	0.0
2028	NC_011665	Shewanella	baltica		mosaic		59223.0	49.0	0.0	0.0
2029	NC_013518	Sebaldella	termitidis		static		54160.0	56.0	0.0	0.0
2030	NC_013519	Sebaldella	termitidis		static		13648.0	16.0	0.0	0.0
2032	NC_017363	Helicobacter	pylori		static		16029.0	18.0	0.0	0.0
2033	NC_007959	Nitrobacter	hamburgensis		static		294829.0	298.0	0.0	0.0
2034	NC_007960	Nitrobacter	hamburgensis		static		188318.0	181.0	0.0	0.0
2035	NC_007961	Nitrobacter	hamburgensis		static		121408.0	132.0	0.0	0.0
2036	NC_007103	Bacillus	cereus		mosaic		466370.0	439.0	0.0	0.0
2038	NC_007105	Bacillus	cereus		mosaic		53501.0	54.0	0.0	0.0
2041	NC_014749	Calditerrivibrio	nitroreducens		static		58717.0	56.0	0.0	0.0
2043	NC_008320	Shewanella	sp.		static		6499.0	10.0	0.0	0.0
2044	NC_009661	Shewanella	baltica		mosaic		83224.0	87.0	0.0	0.0
2045	NC_012109	Desulfobacterium	autotrophicum		static		68709.0	66.0	0.0	0.0
2046	NC_017479	Lactobacillus	salivarius		static		44581.0	51.0	0.0	0.0
2047	NC_017480	Lactobacillus	salivarius		static		20426.0	28.0	0.0	0.0
2048	NC_017499	Lactobacillus	salivarius		static		242962.0	243.0	0.0	0.0
2049	NC_017373	Helicobacter	pylori		mosaic		25916.0	28.0	0.0	0.0
2051	NC_017472	Lactobacillus	amylovorus		static		78145.0	68.0	1.0	0.014705882352941176
2053	NC_013130	Borrelia	burgdorferi		static		53786.0	65.0	0.0	0.0
2054	NC_017398	Borrelia	burgdorferi		static		29615.0	41.0	0.0	0.0
2055	NC_017422	Borrelia	burgdorferi		static		17483.0	26.0	0.0	0.0
2056	NC_017414	Borrelia	burgdorferi		static		29194.0	33.0	0.0	0.0
2058	NC_017419	Borrelia	burgdorferi		static		29521.0	35.0	0.0	0.0
2059	NC_017415	Borrelia	burgdorferi		static		26642.0	20.0	0.0	0.0
2060	NC_017420	Borrelia	burgdorferi		static		23394.0	13.0	0.0	0.0
2061	NC_017400	Borrelia	burgdorferi		static		15915.0	19.0	0.0	0.0
2062	NC_017416	Borrelia	burgdorferi		static		29424.0	27.0	0.0	0.0
2063	NC_017421	Borrelia	burgdorferi		static		37903.0	29.0	0.0	0.0
2064	NC_017423	Borrelia	burgdorferi		static		27767.0	38.0	0.0	0.0
2065	NC_017401	Borrelia	burgdorferi		static		26498.0	26.0	0.0	0.0
2066	NC_017424	Borrelia	burgdorferi		static		30154.0	41.0	0.0	0.0
2067	NC_017417	Borrelia	burgdorferi		static		20672.0	18.0	0.0	0.0
2068	NC_017402	Borrelia	burgdorferi		static		30658.0	42.0	0.0	0.0
2069	NC_006128	Borrelia	bavariensis		static		27108.0	26.0	0.0	0.0
2070	NC_006129	Borrelia	bavariensis		static		55560.0	65.0	0.0	0.0
2072	NC_015218	Lactobacillus	acidophilus		static		12568.0	15.0	0.0	0.0
2073	NC_009507	Sphingomonas	wittichii		mosaic		310228.0	294.0	0.0	0.0
2074	NC_009508	Sphingomonas	wittichii		mosaic		222757.0	198.0	0.0	0.0
2075	NC_008147	Mycobacterium	sp.		mosaic		215075.0	234.0	0.0	0.0
2076	NC_010335	Caulobacter	sp.		static		233649.0	209.0	2.0	0.009569377990430622
2077	NC_010333	Caulobacter	sp.		static		177878.0	164.0	0.0	0.0
2078	NC_010998	Rhizobium	etli		static		414090.0	385.0	2.0	0.005194805194805195
2079	NC_010996	Rhizobium	etli		mosaic		429111.0	377.0	0.0	0.0
2080	NC_010997	Rhizobium	etli		static		1091523.0	976.0	2.0	0.0020491803278688526
2081	NC_011775	Bacillus	cereus		static		209488.0	230.0	0.0	0.0
2082	NC_011774	Bacillus	cereus		static		140001.0	108.0	0.0	0.0
2083	NC_013930	Thioalkalivibrio	sp.		static		240256.0	272.0	0.0	0.0
2084	NC_013502	Rhodothermus	marinus		static		125133.0	96.0	1.0	0.010416666666666666
2085	NC_011973	Bacillus	cereus		static		239246.0	215.0	0.0	0.0
2086	NC_011971	Bacillus	cereus		static		52766.0	67.0	0.0	0.0
2087	NC_014719	Caldicellulosiruptor	kristjanssonii		static		15970.0	19.0	0.0	0.0
2088	NC_008703	Mycobacterium	sp.		mosaic		302089.0	283.0	0.0	0.0
2089	NC_008704	Mycobacterium	sp.		mosaic		216763.0	235.0	0.0	0.0
2090	NC_010180	Bacillus	weihenstephanensis		static		417054.0	318.0	2.0	0.006289308176100629
2091	NC_010181	Bacillus	weihenstephanensis		static		75107.0	67.0	0.0	0.0
2092	NC_010182	Bacillus	weihenstephanensis		static		64977.0	82.0	0.0	0.0
2093	NC_010183	Bacillus	weihenstephanensis		static		52830.0	60.0	0.0	0.0
2094	NC_014316	Nitrosococcus	watsonii		static		39105.0	42.0	0.0	0.0
2096	NC_010070	Burkholderia	multivorans		mosaic		167422.0	151.0	0.0	0.0
2097	NC_014753	Oceanithermus	profundus		static		135351.0	145.0	0.0	0.0
2098	NC_017468	Lactobacillus	helveticus		static		26484.0	28.0	0.0	0.0
2099	NC_008771	Verminephrobacter	eiseniae		static		31194.0	43.0	0.0	0.0
2100	NC_008697	Nocardioides	sp.		static		307814.0	272.0	0.0	0.0
2101	NC_014154	Thiomonas	intermedia		static		45943.0	45.0	0.0	0.0
2102	NC_014155	Thiomonas	intermedia		static		19774.0	22.0	0.0	0.0
2103	NC_012473	Bacillus	cereus		mosaic		179680.0	165.0	0.0	0.0
2104	NC_014633	Ilyobacter	polytropus		mosaic		961624.0	887.0	1.0	0.0011273957158962795
2105	NC_014634	Ilyobacter	polytropus		mosaic		124226.0	122.0	0.0	0.0
2106	NC_014544	Legionella	longbeachae		static		71826.0	71.0	0.0	0.0
2107	NC_015169	Deinococcus	proteolyticus		mosaic		314518.0	255.0	0.0	0.0
2108	NC_015162	Deinococcus	proteolyticus		static		195800.0	222.0	0.0	0.0
2109	NC_015170	Deinococcus	proteolyticus		static		132270.0	112.0	0.0	0.0
2110	NC_015163	Deinococcus	proteolyticus		mosaic		97188.0	103.0	0.0	0.0
2111	NC_017311	Desulfovibrio	vulgaris		mosaic		202305.0	155.0	0.0	0.0
2112	NC_014975	Thermus	scotoductus		static		8383.0	13.0	0.0	0.0
2113	NC_015420	Lactobacillus	buchneri		mosaic		52697.0	59.0	0.0	0.0
2114	NC_015429	Lactobacillus	buchneri		mosaic		18513.0	22.0	0.0	0.0
2115	NC_015421	Lactobacillus	buchneri		mosaic		10798.0	17.0	0.0	0.0
2116	NC_015598	Lactobacillus	kefiranofaciens		static		194769.0	188.0	0.0	0.0
2117	NC_015603	Lactobacillus	kefiranofaciens		static		46296.0	50.0	0.0	0.0
2118	NC_009717	Xanthobacter	autotrophicus		static		316164.0	309.0	0.0	0.0
2119	NC_015756	Weissella	koreensis		static		18992.0	20.0	0.0	0.0
2120	NC_014621	Ketogulonicigenium	vulgare		mosaic		268675.0	248.0	0.0	0.0
2121	NC_014626	Ketogulonicigenium	vulgare		mosaic		243645.0	218.0	0.0	0.0
2122	NC_013412	Geobacillus	sp.		static		45057.0	37.0	0.0	0.0
2123	NC_009339	Mycobacterium	gilvum		mosaic		321253.0	302.0	0.0	0.0
2124	NC_009340	Mycobacterium	gilvum		static		25309.0	25.0	0.0	0.0
2125	NC_009341	Mycobacterium	gilvum		static		16660.0	15.0	0.0	0.0
2126	NC_011991	Agrobacterium	vitis		static		130435.0	111.0	0.0	0.0
2127	NC_011984	Agrobacterium	vitis		static		211620.0	197.0	0.0	0.0
2128	NC_011982	Agrobacterium	vitis		static		258824.0	247.0	0.0	0.0
2129	NC_011981	Agrobacterium	vitis		static		631775.0	560.0	0.0	0.0
2130	NC_011986	Agrobacterium	vitis		static		78730.0	85.0	0.0	0.0
2131	NC_015979	Lactobacillus	sanfranciscensis		static		58739.0	54.0	0.0	0.0
2132	NC_015980	Lactobacillus	sanfranciscensis		static		18715.0	16.0	0.0	0.0
2133	NC_014213	Meiothermus	silvanus		static		347854.0	322.0	0.0	0.0
2134	NC_014214	Meiothermus	silvanus		static		124421.0	132.0	0.0	0.0
2135	NC_012782	[Eubacterium]	eligens		static		60455.0	86.0	0.0	0.0
2136	NC_012780	[Eubacterium]	eligens		static		626744.0	610.0	5.0	0.00819672131147541
2137	NC_017725	Borrelia	garinii		static		27111.0	25.0	0.0	0.0
2138	NC_017804	Borrelia	garinii		static		61166.0	69.0	0.0	0.0
2139	NC_011368	Rhizobium	leguminosarum		static		1266105.0	1199.0	0.0	0.0
2140	NC_011366	Rhizobium	leguminosarum		static		501946.0	455.0	2.0	0.004395604395604396
2141	NC_011371	Rhizobium	leguminosarum		mosaic		257956.0	221.0	1.0	0.004524886877828055
2142	NC_011370	Rhizobium	leguminosarum		mosaic		308747.0	269.0	0.0	0.0
2143	NC_013193	Candidatus	Accumulibacter		mosaic		167595.0	153.0	0.0	0.0
2144	NC_013190	Candidatus	Accumulibacter		mosaic		42325.0	39.0	0.0	0.0
2145	NC_013191	Candidatus	Accumulibacter		mosaic		37695.0	42.0	0.0	0.0
2147	NC_011777	Bacillus	cereus		static		272145.0	275.0	0.0	0.0
2148	NC_011771	Bacillus	cereus		static		10915.0	13.0	0.0	0.0
2149	NC_017229	Borrelia	afzelii		static		26539.0	26.0	0.0	0.0
2150	NC_017224	Borrelia	afzelii		static		30718.0	42.0	0.0	0.0
2151	NC_017225	Borrelia	afzelii		static		30065.0	41.0	0.0	0.0
2152	NC_017230	Borrelia	afzelii		static		30000.0	41.0	0.0	0.0
2153	NC_017226	Borrelia	afzelii		static		31118.0	42.0	0.0	0.0
2154	NC_017227	Borrelia	afzelii		static		30949.0	42.0	0.0	0.0
2155	NC_017231	Borrelia	afzelii		static		25262.0	34.0	0.0	0.0
2156	NC_017228	Borrelia	afzelii		static		29421.0	40.0	0.0	0.0
2157	NC_017232	Borrelia	afzelii		mosaic		24675.0	23.0	0.0	0.0
2158	NC_017239	Borrelia	afzelii		static		26626.0	25.0	0.0	0.0
2159	NC_017233	Borrelia	afzelii		mosaic		22901.0	20.0	0.0	0.0
2160	NC_017234	Borrelia	afzelii		static		22449.0	13.0	0.0	0.0
2161	NC_017235	Borrelia	afzelii		static		27239.0	29.0	0.0	0.0
2162	NC_017236	Borrelia	afzelii		static		20715.0	19.0	0.0	0.0
2163	NC_017240	Borrelia	afzelii		static		30180.0	36.0	0.0	0.0
2164	NC_017237	Borrelia	afzelii		static		33903.0	29.0	0.0	0.0
2165	NC_017241	Borrelia	afzelii		static		57919.0	69.0	0.0	0.0
2166	NC_015715	Zymomonas	mobilis		static		37387.0	38.0	0.0	0.0
2167	NC_015716	Zymomonas	mobilis		static		34161.0	34.0	0.0	0.0
2168	NC_005707	Bacillus	cereus		mosaic		208369.0	206.0	0.0	0.0
2169	NC_017180	Zymomonas	mobilis		static		32479.0	28.0	0.0	0.0
2170	NC_017183	Zymomonas	mobilis		static		32283.0	27.0	0.0	0.0
2171	NC_017181	Zymomonas	mobilis		static		31692.0	25.0	0.0	0.0
2172	NC_017184	Zymomonas	mobilis		static		18461.0	27.0	0.0	0.0
2176	NC_012855	Ralstonia	pickettii		static		389779.0	415.0	0.0	0.0
2177	NC_012849	Ralstonia	pickettii		mosaic		273136.0	272.0	0.0	0.0
2178	NC_012851	Ralstonia	pickettii		static		51398.0	65.0	0.0	0.0
2179	NC_011654	Bacillus	cereus		static		12481.0	19.0	0.0	0.0
2180	NC_011655	Bacillus	cereus		mosaic		270082.0	235.0	0.0	0.0
2181	NC_011656	Bacillus	cereus		static		45173.0	55.0	0.0	0.0
2183	NC_015700	Lactobacillus	reuteri		mosaic		12160.0	15.0	1.0	0.06666666666666667
2184	NC_015698	Lactobacillus	reuteri		mosaic		14173.0	14.0	0.0	0.0
2185	NC_015701	Lactobacillus	reuteri		static		19059.0	16.0	0.0	0.0
2188	NC_013792	Bacillus	pseudofirmus		static		285222.0	265.0	0.0	0.0
2189	NC_013793	Bacillus	pseudofirmus		static		105029.0	103.0	0.0	0.0
2190	NC_015319	Lactobacillus	amylovorus		static		33688.0	33.0	0.0	0.0
2191	NC_015322	Lactobacillus	amylovorus		static		25284.0	27.0	0.0	0.0
2192	NC_017273	Thermus	thermophilus		static		440026.0	441.0	0.0	0.0
2193	NC_017377	Helicobacter	pylori		static		12783.0	14.0	0.0	0.0
2194	NC_003080	Corynebacterium	jeikeium		static		14323.0	13.0	0.0	0.0
2195	NC_014651	Geobacillus	sp.		static		71617.0	73.0	0.0	0.0
2196	NC_013958	Nitrosococcus	halophilus		static		65833.0	63.0	0.0	0.0
2201	NC_015223	Nitrosomonas	sp.		static		92707.0	90.0	0.0	0.0
2202	NC_015221	Nitrosomonas	sp.		static		63790.0	67.0	0.0	0.0
2203	NC_008010	Deinococcus	geothermalis		mosaic		574127.0	516.0	0.0	0.0
2204	NC_009939	Deinococcus	geothermalis		mosaic		205686.0	200.0	0.0	0.0
2205	NC_007615	Nitrosospira	multiformis		static		18871.0	18.0	0.0	0.0
2206	NC_007616	Nitrosospira	multiformis		static		17036.0	17.0	0.0	0.0
2207	NC_007617	Nitrosospira	multiformis		static		14159.0	18.0	0.0	0.0
2208	NC_011990	Agrobacterium	radiobacter		static		184668.0	179.0	0.0	0.0
2209	NC_011987	Agrobacterium	radiobacter		static		388169.0	354.0	0.0	0.0
2210	NC_011994	Agrobacterium	radiobacter		mosaic		44420.0	39.0	0.0	0.0
2212	NC_012655	Bacillus	anthracis		mosaic		94830.0	95.0	0.0	0.0
2213	NC_012656	Bacillus	anthracis		mosaic		181677.0	171.0	0.0	0.0
2214	NC_004319	Corynebacterium	efficiens		static		23743.0	16.0	0.0	0.0
2215	NC_004320	Corynebacterium	efficiens		static		48672.0	39.0	0.0	0.0
2217	NC_017508	Marinobacter	adhaerens		static		42349.0	49.0	0.0	0.0
2218	NC_017507	Marinobacter	adhaerens		static		187465.0	146.0	0.0	0.0
2219	NC_015851	Acidithiobacillus	caldus		mosaic		251782.0	236.0	0.0	0.0
2220	NC_015852	Acidithiobacillus	caldus		static		9778.0	12.0	0.0	0.0
2221	NC_015853	Acidithiobacillus	caldus		static		14110.0	14.0	0.0	0.0
2222	NC_015854	Acidithiobacillus	caldus		mosaic		29704.0	30.0	0.0	0.0
2223	NC_006139	Desulfotalea	psychrophila		static		121587.0	104.0	0.0	0.0
2224	NC_006140	Desulfotalea	psychrophila		static		14664.0	18.0	0.0	0.0
2225	NC_010604	Mycobacterium	marinum		static		23317.0	28.0	0.0	0.0
2226	NC_015146	Pseudarthrobacter	phenanthrenivorans		mosaic		190450.0	198.0	0.0	0.0
2227	NC_015147	Pseudarthrobacter	phenanthrenivorans		mosaic		94456.0	94.0	0.0	0.0
2228	NC_014908	Alicycliphilus	denitrificans		mosaic		119718.0	108.0	0.0	0.0
2229	NC_014911	Alicycliphilus	denitrificans		mosaic		78982.0	85.0	0.0	0.0
2230	NC_015970	Rhodothermus	marinus		static		105449.0	88.0	0.0	0.0
2232	NC_012577	Bacillus	anthracis		mosaic		94875.0	94.0	0.0	0.0
2233	NC_012579	Bacillus	anthracis		mosaic		181773.0	171.0	0.0	0.0
2234	NC_017536	Oligotropha	carboxidovorans		static		133055.0	126.0	0.0	0.0
2235	NC_017539	Oligotropha	carboxidovorans		static		167269.0	166.0	0.0	0.0
2236	NC_014558	Lactobacillus	plantarum		mosaic		53560.0	47.0	0.0	0.0
2237	NC_017032	Enterococcus	faecium		mosaic		56520.0	64.0	0.0	0.0
2241	NC_015057	Granulicella	tundricola		mosaic		475658.0	310.0	3.0	0.00967741935483871
2242	NC_015065	Granulicella	tundricola		mosaic		300292.0	206.0	0.0	0.0
2243	NC_015058	Granulicella	tundricola		static		188167.0	176.0	0.0	0.0
2244	NC_015059	Granulicella	tundricola		static		115493.0	95.0	0.0	0.0
2245	NC_015060	Granulicella	tundricola		static		115221.0	108.0	0.0	0.0
2247	NC_017919	Helicobacter	pylori		static		22406.0	27.0	0.0	0.0
2249	NC_015459	Pusillimonas	sp.		static		41205.0	63.0	0.0	0.0
2250	NC_015184	Agrobacterium	sp.		static		601551.0	586.0	2.0	0.0034129692832764505
2251	NC_014249	'Nostoc	azollae'		static		109570.0	93.0	0.0	0.0
2254	NC_015423	Alicycliphilus	denitrificans		static		75488.0	87.0	2.0	0.022988505747126436
2255	NC_010399	Clavibacter	michiganensis		static		50350.0	50.0	0.0	0.0
2256	NC_010408	Clavibacter	michiganensis		static		94791.0	105.0	0.0	0.0
2258	NC_008688	Paracoccus	denitrificans		static		653815.0	601.0	1.0	0.0016638935108153079
2259	NC_017041	Rickettsia	australis		static		26610.0	24.0	0.0	0.0
2260	NC_015258	Polymorphum	gilvum		static		69598.0	62.0	0.0	0.0
2261	NC_017577	Shewanella	baltica		mosaic		120153.0	125.0	0.0	0.0
2262	NC_017580	Shewanella	baltica		mosaic		91728.0	99.0	0.0	0.0
2263	NC_017578	Shewanella	baltica		mosaic		71173.0	83.0	0.0	0.0
2264	NC_017570	Shewanella	baltica		static		72392.0	64.0	0.0	0.0
2265	NC_017572	Shewanella	baltica		static		60958.0	51.0	0.0	0.0
2266	NC_017588	Thermus	thermophilus		mosaic		265886.0	279.0	0.0	0.0
2267	NC_017590	Thermus	thermophilus		mosaic		142731.0	158.0	0.0	0.0
2268	NC_015560	Hoyosella	subflava		static		17897.0	20.0	0.0	0.0
2269	NC_015561	Hoyosella	subflava		static		106784.0	94.0	0.0	0.0
2270	NC_017139	Bacillus	megaterium		static		74613.0	60.0	0.0	0.0
2271	NC_017140	Bacillus	megaterium		static		9699.0	10.0	0.0	0.0
2274	NC_014811	Mycobacterium	gilvum		mosaic		211864.0	202.0	0.0	0.0
2275	NC_014812	Mycobacterium	gilvum		static		23681.0	23.0	0.0	0.0
2276	NC_019561	Helicobacter	pylori		static		18787.0	16.0	0.0	0.0
2278	NC_019564	Helicobacter	pylori		static		12113.0	11.0	0.0	0.0
2280	NC_008573	Shewanella	sp.		mosaic		278942.0	267.0	0.0	0.0
2281	NC_016835	Rahnella	aquatilis		static		463906.0	407.0	3.0	0.007371007371007371
2282	NC_016819	Rahnella	aquatilis		static		115487.0	107.0	0.0	0.0
2284	NC_014331	Bacillus	cereus		mosaic		181907.0	170.0	0.0	0.0
2285	NC_014332	Bacillus	cereus		mosaic		94469.0	93.0	0.0	0.0
2286	NC_014333	Bacillus	cereus		static		14219.0	16.0	0.0	0.0
2287	NC_007336	Ralstonia	eutropha		mosaic		634917.0	564.0	1.0	0.0017730496453900709
2288	NC_007337	Ralstonia	eutropha		mosaic		87688.0	90.0	0.0	0.0
2289	NC_015178	Acidiphilium	multivorum		mosaic		271573.0	246.0	0.0	0.0
2290	NC_015187	Acidiphilium	multivorum		mosaic		65564.0	58.0	0.0	0.0
2291	NC_015179	Acidiphilium	multivorum		mosaic		54248.0	55.0	0.0	0.0
2292	NC_015188	Acidiphilium	multivorum		mosaic		40588.0	33.0	0.0	0.0
2293	NC_015180	Acidiphilium	multivorum		static		14328.0	13.0	0.0	0.0
2294	NC_015181	Acidiphilium	multivorum		mosaic		12125.0	12.0	0.0	0.0
2300	NC_010404	Acinetobacter	baumannii		mosaic		94413.0	89.0	0.0	0.0
2301	NC_015498	Glaciecola	sp.		static		341282.0	324.0	0.0	0.0
2302	NC_018222	Enterococcus	faecalis		mosaic		12893.0	15.0	1.0	0.06666666666666667
2303	NC_018223	Enterococcus	faecalis		static		62162.0	79.0	0.0	0.0
2304	NC_007974	Cupriavidus	metallidurans		mosaic		2580084.0	2278.0	7.0	0.0030728709394205445
2305	NC_007971	Cupriavidus	metallidurans		mosaic		233720.0	242.0	0.0	0.0
2306	NC_007972	Cupriavidus	metallidurans		mosaic		171459.0	165.0	0.0	0.0
2307	NC_006153	Yersinia	pseudotuberculosis		mosaic		68525.0	84.0	0.0	0.0
2308	NC_006154	Yersinia	pseudotuberculosis		mosaic		27702.0	32.0	0.0	0.0
2309	NC_017201	Bacillus	thuringiensis		mosaic		187880.0	183.0	0.0	0.0
2310	NC_017199	Bacillus	thuringiensis		mosaic		139013.0	135.0	0.0	0.0
2311	NC_017202	Bacillus	thuringiensis		mosaic		127885.0	133.0	0.0	0.0
2312	NC_017209	Bacillus	thuringiensis		static		14860.0	20.0	0.0	0.0
2313	NC_017203	Bacillus	thuringiensis		mosaic		281231.0	255.0	0.0	0.0
2314	NC_017204	Bacillus	thuringiensis		mosaic		51488.0	70.0	0.0	0.0
2316	NC_017205	Bacillus	thuringiensis		mosaic		72074.0	84.0	0.0	0.0
2317	NC_017211	Bacillus	thuringiensis		mosaic		8252.0	10.0	0.0	0.0
2318	NC_017206	Bacillus	thuringiensis		mosaic		83590.0	93.0	0.0	0.0
2321	NC_020208	Enterococcus	faecium		mosaic		214319.0	237.0	0.0	0.0
2322	NC_018066	Desulfosporosinus	acidiphilus		static		60447.0	69.0	0.0	0.0
2324	NC_017726	Bacillus	anthracis		mosaic		181700.0	171.0	0.0	0.0
2325	NC_017727	Bacillus	anthracis		mosaic		94824.0	94.0	0.0	0.0
2326	NC_016794	Bacillus	cereus		static		55304.0	66.0	0.0	0.0
2328	NC_018746	Pseudomonas	putida		static		117003.0	122.0	0.0	0.0
2329	NC_018878	Bacillus	thuringiensis		static		501911.0	681.0	0.0	0.0
2330	NC_018879	Bacillus	thuringiensis		mosaic		77895.0	86.0	0.0	0.0
2331	NC_018880	Bacillus	thuringiensis		mosaic		15189.0	14.0	0.0	0.0
2338	NC_020816	Xanthomonas	citri		static		18869.0	16.0	0.0	0.0
2339	NC_020817	Xanthomonas	citri		mosaic		58317.0	62.0	0.0	0.0
2340	NC_018516	Bacillus	thuringiensis		static		349599.0	434.0	0.0	0.0
2341	NC_018509	Bacillus	thuringiensis		mosaic		235425.0	245.0	0.0	0.0
2342	NC_018510	Bacillus	thuringiensis		mosaic		224872.0	197.0	0.0	0.0
2343	NC_018517	Bacillus	thuringiensis		mosaic		14935.0	21.0	0.0	0.0
2346	NC_022243	Neisseria	gonorrhoeae		mosaic		4153.0	10.0	0.0	0.0
2347	NC_020249	Bacillus	thuringiensis		mosaic		77351.0	68.0	0.0	0.0
2348	NC_020239	Bacillus	thuringiensis		mosaic		76490.0	87.0	0.0	0.0
2349	NC_020240	Bacillus	thuringiensis		mosaic		71777.0	77.0	0.0	0.0
2350	NC_020250	Bacillus	thuringiensis		mosaic		11769.0	18.0	0.0	0.0
2351	NC_020241	Bacillus	thuringiensis		mosaic		8513.0	10.0	0.0	0.0
2354	NC_021515	Lactobacillus	plantarum		static		7240.0	10.0	0.0	0.0
2356	NC_021516	Lactobacillus	plantarum		static		27282.0	32.0	0.0	0.0
2357	NC_021526	Lactobacillus	plantarum		static		37097.0	31.0	0.0	0.0
2358	NC_021517	Lactobacillus	plantarum		mosaic		40147.0	38.0	0.0	0.0
2359	NC_021518	Lactobacillus	plantarum		mosaic		50195.0	47.0	0.0	0.0
2360	NC_021527	Lactobacillus	plantarum		mosaic		51857.0	53.0	0.0	0.0
2361	NC_021519	Lactobacillus	plantarum		static		74078.0	75.0	0.0	0.0
2362	NC_021528	Lactobacillus	plantarum		static		13341.0	15.0	0.0	0.0
2364	NC_018486	Bacillus	thuringiensis		mosaic		171030.0	163.0	0.0	0.0
2365	NC_018501	Bacillus	thuringiensis		mosaic		168999.0	161.0	0.0	0.0
2366	NC_018487	Bacillus	thuringiensis		mosaic		69876.0	78.0	0.0	0.0
2367	NC_018488	Bacillus	thuringiensis		mosaic		65470.0	73.0	0.0	0.0
2368	NC_018502	Bacillus	thuringiensis		static		45262.0	56.0	0.0	0.0
2369	NC_018489	Bacillus	thuringiensis		mosaic		14056.0	14.0	0.0	0.0
2374	NC_020377	Bacillus	thuringiensis		mosaic		8251.0	10.0	0.0	0.0
2376	NC_020391	Bacillus	thuringiensis		static		11331.0	18.0	0.0	0.0
2377	NC_020379	Bacillus	thuringiensis		mosaic		15185.0	13.0	0.0	0.0
2378	NC_020380	Bacillus	thuringiensis		mosaic		16206.0	14.0	0.0	0.0
2379	NC_020381	Bacillus	thuringiensis		mosaic		39749.0	44.0	0.0	0.0
2380	NC_020392	Bacillus	thuringiensis		mosaic		63864.0	56.0	0.0	0.0
2381	NC_020382	Bacillus	thuringiensis		mosaic		68616.0	82.0	0.0	0.0
2382	NC_020383	Bacillus	thuringiensis		mosaic		85134.0	94.0	0.0	0.0
2383	NC_020393	Bacillus	thuringiensis		mosaic		107431.0	120.0	0.0	0.0
2384	NC_020394	Bacillus	thuringiensis		mosaic		233730.0	175.0	0.0	0.0
2385	NC_020384	Bacillus	thuringiensis		mosaic		285459.0	259.0	0.0	0.0
2386	NC_020385	Bacillus	thuringiensis		mosaic		328151.0	274.0	0.0	0.0
2388	NC_018694	Bacillus	thuringiensis		static		54484.0	70.0	0.0	0.0
2389	NC_018685	Bacillus	thuringiensis		static		95433.0	91.0	0.0	0.0
2390	NC_018686	Bacillus	thuringiensis		static		183210.0	199.0	0.0	0.0
2391	NC_018687	Bacillus	thuringiensis		static		189702.0	158.0	0.0	0.0
2392	NC_018688	Bacillus	thuringiensis		static		319710.0	268.0	0.0	0.0
2393	NC_018689	Bacillus	thuringiensis		static		429674.0	377.0	2.0	0.005305039787798408
2394	NC_008826	Methylibium	petroleiphilum		static		599444.0	621.0	0.0	0.0
2395	NC_009806	Kineococcus	radiotolerans		static		182572.0	170.0	0.0	0.0
2396	NC_009660	Kineococcus	radiotolerans		static		12917.0	17.0	0.0	0.0
2397	NC_018492	Bacillus	cereus		static		218786.0	202.0	0.0	0.0
2398	NC_018493	Bacillus	cereus		static		40993.0	42.0	0.0	0.0
2399	NC_018499	Bacillus	cereus		static		36273.0	31.0	0.0	0.0
2401	NC_014159	Tsukamurella	paurometabola		static		99806.0	86.0	0.0	0.0
2402	NZ_CP006031	Enterococcus	faecium		static		44086.0	49.0	0.0	0.0
2403	NZ_CP008814	Enterococcus	faecalis		mosaic		41610.0	44.0	0.0	0.0
2404	NZ_CP008815	Enterococcus	faecalis		mosaic		66548.0	73.0	0.0	0.0
2405	NZ_CP007568	Aeromonas	media		static		11276.0	13.0	0.0	0.0
2406	NC_011758	Methylobacterium	extorquens		static		380207.0	323.0	2.0	0.006191950464396285
2407	NC_011760	Methylobacterium	extorquens		static		22617.0	35.0	0.0	0.0
