locus	character
NC_020274	mosaic
NC_020264	mosaic
NC_020266	mosaic
NC_020268	mosaic
NC_017585	mosaic
NT_187163	mosaic
NT_187151	mosaic
NT_187152	mosaic
NT_187164	mosaic
NT_187153	mosaic
NT_187154	mosaic
NT_187165	mosaic
NT_187156	mosaic
NT_187157	mosaic
NT_187169	mosaic
NC_017848	mosaic
NC_020524	mosaic
NC_022901	mosaic
NC_022913	mosaic
NC_022902	mosaic
NC_022903	mosaic
NC_022601	mosaic
NC_022602	mosaic
NC_022603	mosaic
NC_019789	mosaic
NC_019790	mosaic
NC_021718	mosaic
NC_021987	mosaic
NC_021995	mosaic
NC_021988	mosaic
NC_021989	mosaic
NC_021745	mosaic
NC_020797	mosaic
NC_020798	mosaic
NC_020801	mosaic
NC_019906	mosaic
NZ_CP003716	mosaic
NZ_CP003717	mosaic
NC_023148	mosaic
NC_011339	mosaic
NC_011340	mosaic
NZ_CP007182	mosaic
NC_020994	mosaic
NC_023031	mosaic
NC_019985	mosaic
NC_019773	mosaic
NC_019774	mosaic
NC_022875	mosaic
NC_022876	mosaic
NC_022877	mosaic
NC_022882	mosaic
NZ_CP009658	mosaic
NC_020525	mosaic
NZ_CP007713	mosaic
NZ_CP007714	mosaic
NZ_HG977523	mosaic
NZ_HG977524	mosaic
NZ_HG977525	mosaic
NZ_HG977527	mosaic
NZ_HG977529	mosaic
NZ_CP004395	mosaic
NZ_CP004396	mosaic
NZ_AP014681	mosaic
NC_021233	mosaic
NC_021226	mosaic
NC_021234	mosaic
NC_021228	mosaic
NZ_CP009437	mosaic
NZ_CP009342	mosaic
NZ_CP009443	mosaic
NZ_CP010782	mosaic
NZ_AP014650	mosaic
NZ_CP010302	mosaic
NZ_CP010073	mosaic
NZ_CP009919	mosaic
NZ_CP009921	mosaic
NZ_CP009324	mosaic
NZ_CP009326	mosaic
NZ_CP009327	mosaic
NZ_CP009330	mosaic
NZ_CP010793	mosaic
NZ_CP010794	mosaic
NZ_CP009339	mosaic
NZ_CP009340	mosaic
NZ_CP009645	mosaic
NZ_CP009646	mosaic
NZ_CP009648	mosaic
NZ_CP009649	mosaic
NZ_CP009650	mosaic
NZ_CP010814	mosaic
NZ_CP010815	mosaic
NZ_CP009463	mosaic
NZ_CP009542	mosaic
NZ_CP009543	mosaic
NZ_CP009314	mosaic
NZ_CP009316	mosaic
NZ_CP009698	mosaic
NZ_CP009699	mosaic
NZ_CP009299	mosaic
NZ_CP009599	mosaic
NZ_CP009317	mosaic
NZ_CP009589	mosaic
NZ_CP009591	mosaic
NZ_CP009592	mosaic
NZ_CP009901	mosaic
NZ_CP009696	mosaic
NZ_CP009593	mosaic
NZ_CP009594	mosaic
NZ_CP009595	mosaic
NZ_CP010320	mosaic
NZ_CP010321	mosaic
NZ_CP009540	mosaic
NZ_CP009597	mosaic
NZ_CP009965	mosaic
NZ_CP009966	mosaic
NZ_CP009967	mosaic
NZ_CP009969	mosaic
NZ_CP009970	mosaic
NZ_CP009344	mosaic
NZ_CP009345	mosaic
NZ_CP009346	mosaic
NZ_CP009347	mosaic
NZ_CP009349	mosaic
NZ_CP009350	mosaic
NZ_CP009603	mosaic
NZ_CP009604	mosaic
NZ_CP009606	mosaic
NZ_CP009998	mosaic
NZ_CP009999	mosaic
NZ_CP010000	mosaic
NZ_CP010001	mosaic
NZ_CP010002	mosaic
NZ_CP010003	mosaic
NZ_CP010004	mosaic
NZ_CP010006	mosaic
NZ_CP010007	mosaic
NZ_CP010008	mosaic
NZ_CP010009	mosaic
NZ_CP010010	mosaic
NZ_CP010011	mosaic
NZ_CP010853	mosaic
NZ_CP010854	mosaic
NZ_CP010893	mosaic
NZ_CP010578	mosaic
NZ_CP010581	mosaic
NZ_CP010582	mosaic
NZ_CP010955	mosaic
NZ_CP010956	mosaic
NZ_CP010957	mosaic
NZ_CP010958	mosaic
NZ_CP010959	mosaic
NZ_CP010960	mosaic
NZ_CP011017	mosaic
NZ_CP011006	mosaic
NZ_CP009011	mosaic
NZ_CP009012	mosaic
NZ_CP008987	mosaic
NZ_CP008988	mosaic
NZ_CP008990	mosaic
NZ_CP008991	mosaic
NZ_CP009026	mosaic
NZ_CP009027	mosaic
NZ_CP009017	mosaic
NZ_CP009018	mosaic
NZ_CP009002	mosaic
NZ_CP009003	mosaic
NZ_CP009014	mosaic
NZ_CP009015	mosaic
NZ_CP009432	mosaic
NZ_CP009433	mosaic
NZ_CP009030	mosaic
NZ_CP009036	mosaic
NZ_CP008999	mosaic
NZ_CP009000	mosaic
NZ_CP009023	mosaic
NZ_CP009024	mosaic
NZ_CP009033	mosaic
NZ_CP009020	mosaic
NZ_CP009021	mosaic
NZ_CP009005	mosaic
NZ_CP009006	mosaic
NZ_CP009039	mosaic
NZ_CP009008	mosaic
NZ_CP009009	mosaic
NZ_CP008996	mosaic
NZ_CP008997	mosaic
NZ_CP008707	mosaic
NZ_CP008708	mosaic
NZ_CP010801	mosaic
NZ_CP011053	mosaic
NZ_CP008993	mosaic
NZ_CP008994	mosaic
NZ_CP010016	mosaic
NZ_CP009527	mosaic
NZ_CP009926	mosaic
NZ_CP009924	mosaic
NZ_CP009529	mosaic
NZ_CP009525	mosaic
NZ_CP011248	mosaic
NZ_CP011249	mosaic
NZ_CP011296	mosaic
NZ_CP011298	mosaic
NZ_CP011383	mosaic
NZ_CP011384	mosaic
NZ_CP011370	mosaic
NZ_CP011480	mosaic
NZ_CP011481	mosaic
NC_016942	mosaic
NZ_CP011350	mosaic
NZ_CP011351	mosaic
NZ_CP011352	mosaic
NZ_CP011353	mosaic
NZ_CP011354	mosaic
NZ_CP011356	mosaic
NZ_CP011357	mosaic
NZ_CP011358	mosaic
NZ_CP011450	mosaic
NZ_CP010780	mosaic
NZ_CP011771	mosaic
NZ_CP011772	mosaic
NZ_CP011804	mosaic
NZ_CP010857	mosaic
NZ_CP010858	mosaic
NZ_CP010861	mosaic
NZ_CP012007	mosaic
NZ_CP012008	mosaic
NZ_CP012005	mosaic
NZ_CP012385	mosaic
NZ_CP012386	mosaic
NZ_CP012367	mosaic
NZ_CP012368	mosaic
NC_019847	mosaic
NC_019848	mosaic
NC_019849	mosaic
NC_012182	mosaic
NC_012248	mosaic
NC_012233	mosaic
NC_024955	mosaic
NC_019101	mosaic
NC_019112	mosaic
NC_019114	mosaic
NC_019115	mosaic
NC_019116	mosaic
NC_019117	mosaic
NC_019118	mosaic
NC_019121	mosaic
NC_019122	mosaic
NC_019123	mosaic
NC_019131	mosaic
NC_019137	mosaic
NC_007208	mosaic
NC_012693	mosaic
NC_012916	mosaic
NC_019099	mosaic
NC_019124	mosaic
NC_002305	mosaic
NC_002056	mosaic
NC_002090	mosaic
NC_003292	mosaic
NC_005014	mosaic
NC_006815	mosaic
NC_006816	mosaic
NC_009807	mosaic
NC_010896	mosaic
NC_013104	mosaic
NC_013437	mosaic
NC_014476	mosaic
NC_015570	mosaic
NC_015965	mosaic
NC_019001	mosaic
NC_019108	mosaic
NC_019109	mosaic
NC_019111	mosaic
NC_019113	mosaic
NC_023899	mosaic
NC_023900	mosaic
NC_009980	mosaic
NC_009982	mosaic
NC_010422	mosaic
NC_010716	mosaic
NC_019105	mosaic
NC_019106	mosaic
NC_019107	mosaic
NC_010259	mosaic
NC_014003	mosaic
NC_005862	mosaic
NC_009981	mosaic
NC_010119	mosaic
NC_010500	mosaic
NC_019120	mosaic
NC_018954	mosaic
NC_018966	mosaic
NC_019104	mosaic
NC_019103	mosaic
NC_015575	mosaic
NC_019138	mosaic
NC_010993	mosaic
NC_022376	mosaic
NZ_CP004363	mosaic
NZ_CP004364	mosaic
NZ_CP004365	mosaic
NZ_CP009453	mosaic
NZ_CP012520	mosaic
NZ_CP012521	mosaic
NC_019359	mosaic
NC_021489	mosaic
NC_025108	mosaic
NC_025111	mosaic
NC_024959	mosaic
NC_019983	mosaic
NC_019984	mosaic
NC_019991	mosaic
NC_020123	mosaic
NC_024987	mosaic
NC_025003	mosaic
NC_021185	mosaic
NC_022598	mosaic
NC_024973	mosaic
NC_021170	mosaic
NC_025020	mosaic
NC_019340	mosaic
NC_024999	mosaic
NC_019110	mosaic
NC_021835	mosaic
NC_023322	mosaic
NC_023280	mosaic
NC_019783	mosaic
NC_019798	mosaic
NC_023916	mosaic
NC_019098	mosaic
NC_020278	mosaic
NC_022374	mosaic
NC_022377	mosaic
NC_023277	mosaic
NC_023289	mosaic
NC_023329	mosaic
NC_023907	mosaic
NC_024954	mosaic
NC_024967	mosaic
NC_025182	mosaic
NC_019161	mosaic
NC_020132	mosaic
NC_021180	mosaic
NC_021654	mosaic
NC_021655	mosaic
NC_021656	mosaic
NC_021666	mosaic
NC_021667	mosaic
NC_022609	mosaic
NC_022740	mosaic
NC_023027	mosaic
NC_023898	mosaic
NC_025134	mosaic
NC_023274	mosaic
NC_019318	mosaic
NC_022589	mosaic
NC_023291	mosaic
NC_019265	mosaic
NC_019266	mosaic
NC_019292	mosaic
NC_021664	mosaic
NC_021660	mosaic
NC_019320	mosaic
NC_019313	mosaic
NC_019424	mosaic
NZ_CP012509	mosaic
NZ_CP012510	mosaic
NZ_CP012511	mosaic
NZ_CP012512	mosaic
NC_011410	mosaic
NC_022267	mosaic
NC_022372	mosaic
NC_022522	mosaic
NC_023275	mosaic
NC_023276	mosaic
NC_023290	mosaic
NC_024983	mosaic
NC_024990	mosaic
NC_024991	mosaic
NC_024992	mosaic
NC_025148	mosaic
NC_025149	mosaic
NC_025150	mosaic
NC_025068	mosaic
NC_025109	mosaic
NZ_CP007068	mosaic
NZ_CP007070	mosaic
NC_023314	mosaic
NZ_CP012414	mosaic
NZ_CP012415	mosaic
NZ_CP012416	mosaic
NZ_CP012417	mosaic
NZ_CP010870	mosaic
NZ_CP010871	mosaic
NZ_CP010872	mosaic
NC_022565	mosaic
NZ_CP012701	mosaic
NZ_CP012702	mosaic
NZ_CP012703	mosaic
NZ_CP012704	mosaic
NZ_CP012705	mosaic
NC_025106	mosaic
NZ_CP012698	mosaic
NZ_CP012699	mosaic
NZ_CP009430	mosaic
NZ_CP009431	mosaic
NZ_CP013117	mosaic
NZ_LN879548	mosaic
NC_025190	mosaic
NC_021158	mosaic
NC_010558	mosaic
NC_020086	mosaic
NC_020087	mosaic
NC_020991	mosaic
NC_021502	mosaic
NC_023330	mosaic
NZ_CP013143	mosaic
NZ_LN831028	mosaic
NZ_CP013354	mosaic
NZ_CP013736	mosaic
NZ_CP011850	mosaic
NZ_CP011851	mosaic
NZ_CP011852	mosaic
NZ_CP012123	mosaic
NZ_CP011920	mosaic
NZ_CP010351	mosaic
NZ_CP010355	mosaic
NZ_CP010357	mosaic
NZ_CP010358	mosaic
NZ_CP013966	mosaic
NZ_CP013967	mosaic
NZ_CP013968	mosaic
NZ_CP013969	mosaic
NZ_CP013995	mosaic
NZ_CP013996	mosaic
NZ_CP004407	mosaic
NZ_CP004408	mosaic
NZ_CP013033	mosaic
NZ_CP010824	mosaic
NZ_CP013010	mosaic
NZ_CP013035	mosaic
NZ_CP012909	mosaic
NZ_CP012910	mosaic
NZ_CP012954	mosaic
NZ_CP012956	mosaic
NZ_CP013056	mosaic
NZ_CP013057	mosaic
NZ_CP013058	mosaic
NZ_CP013059	mosaic
NZ_CP013060	mosaic
NZ_CP013061	mosaic
NZ_CP012185	mosaic
NZ_CP012186	mosaic
NC_022742	mosaic
NC_022743	mosaic
NC_022741	mosaic
NZ_CP013179	mosaic
NZ_CP013180	mosaic
NZ_CP013181	mosaic
NC_022344	mosaic
NZ_CP012182	mosaic
NZ_CP012183	mosaic
NZ_CP009558	mosaic
NZ_CP012651	mosaic
NZ_CP012652	mosaic
NZ_CP012655	mosaic
NZ_CP012657	mosaic
NZ_CP012659	mosaic
NZ_CP010990	mosaic
NZ_CP010991	mosaic
NZ_CP014177	mosaic
NZ_CP014178	mosaic
NZ_AP014865	mosaic
NZ_AP014866	mosaic
NZ_AP014867	mosaic
NZ_AP014868	mosaic
NZ_AP014869	mosaic
NZ_AP014871	mosaic
NZ_CP014216	mosaic
NZ_CP014217	mosaic
NZ_CP012742	mosaic
NZ_CP014058	mosaic
NZ_CP014114	mosaic
NZ_CP014115	mosaic
NZ_CP014059	mosaic
NZ_CP013929	mosaic
NZ_CP013927	mosaic
NZ_CP014473	mosaic
NZ_CP013668	mosaic
NZ_CP014355	mosaic
NZ_CP012962	mosaic
NZ_CP012963	mosaic
NZ_CP012964	mosaic
NZ_CP014478	mosaic
NZ_CP014479	mosaic
NZ_CP013042	mosaic
NZ_CP013039	mosaic
NZ_CP014743	mosaic
NZ_CP011829	mosaic
NZ_CP011830	mosaic
NZ_CP011831	mosaic
NZ_CP014745	mosaic
NZ_CP012940	mosaic
NZ_CP012941	mosaic
NZ_CP012942	mosaic
NZ_CP012944	mosaic
NZ_CP006371	mosaic
NZ_CP006372	mosaic
NZ_CP014508	mosaic
NZ_CP014509	mosaic
NZ_CP013265	mosaic
NZ_CP013266	mosaic
NZ_CP013267	mosaic
NZ_CP013268	mosaic
NZ_CP013269	mosaic
NZ_CP013945	mosaic
NZ_CP013946	mosaic
NZ_CP013947	mosaic
NZ_CP013948	mosaic
NZ_CP014236	mosaic
NZ_CP014237	mosaic
NZ_CP013976	mosaic
NZ_CP013977	mosaic
NZ_CP013978	mosaic
NZ_CP014481	mosaic
NZ_CP014483	mosaic
NZ_CP014846	mosaic
NZ_CP014849	mosaic
NZ_CP014851	mosaic
NZ_CP014852	mosaic
NZ_CP014853	mosaic
NZ_CP013664	mosaic
NZ_CP013665	mosaic
NZ_CP011106	mosaic
NZ_CP013343	mosaic
NZ_CP012272	mosaic
NZ_CP012276	mosaic
NZ_CP012278	mosaic
NZ_CP012280	mosaic
NZ_CP012281	mosaic
NZ_CP012285	mosaic
NZ_CP013345	mosaic
NZ_CP013346	mosaic
NZ_CP012296	mosaic
NZ_CP012289	mosaic
NZ_CP012290	mosaic
NZ_CP012291	mosaic
NZ_CP013912	mosaic
NZ_CP015127	mosaic
NZ_KT072713	mosaic
NZ_CP015151	mosaic
NZ_CP015152	mosaic
NZ_CP015153	mosaic
NZ_CP015154	mosaic
NZ_CP015155	mosaic
NZ_CP015156	mosaic
NC_017962	mosaic
NC_017963	mosaic
NZ_CP011121	mosaic
NZ_CP015422	mosaic
NZ_CP015419	mosaic
NZ_CP011282	mosaic
NZ_CP011283	mosaic
NZ_CP011284	mosaic
NZ_CP011285	mosaic
NZ_CP015123	mosaic
NZ_CP011152	mosaic
NZ_CP011154	mosaic
NZ_CP015372	mosaic
NZ_CP015373	mosaic
NZ_CP015374	mosaic
NZ_CP015119	mosaic
NZ_CP005190	mosaic
NZ_CP005191	mosaic
NZ_CP005192	mosaic
NZ_CP005193	mosaic
NZ_CP015517	mosaic
NZ_CP015083	mosaic
NZ_CP015084	mosaic
NC_015382	mosaic
NC_015383	mosaic
NC_015727	mosaic
NC_015724	mosaic
NC_010625	mosaic
NC_010627	mosaic
NC_016626	mosaic
NC_016591	mosaic
NC_010631	mosaic
NC_010632	mosaic
NC_010630	mosaic
NC_008269	mosaic
NC_008270	mosaic
NC_008271	mosaic
NC_011892	mosaic
NC_011887	mosaic
NZ_CP003952	mosaic
NZ_CP003958	mosaic
NZ_AP014579	mosaic
NZ_AP014580	mosaic
NZ_AP014581	mosaic
NZ_CP011665	mosaic
NZ_CP011666	mosaic
NZ_CP015038	mosaic
NC_008385	mosaic
NC_012723	mosaic
NC_012718	mosaic
NC_012720	mosaic
NC_012725	mosaic
NZ_AP014659	mosaic
NZ_AP014686	mosaic
NZ_AP014687	mosaic
NZ_AP014688	mosaic
NC_018696	mosaic
NC_014641	mosaic
NC_013855	mosaic
NC_013856	mosaic
NC_013857	mosaic
NC_013858	mosaic
NC_013859	mosaic
NC_013860	mosaic
NZ_CP009547	mosaic
NZ_CP013381	mosaic
NZ_AP014705	mosaic
NZ_AP014706	mosaic
NZ_AP014708	mosaic
NZ_AP014709	mosaic
NZ_CP007794	mosaic
NZ_CP007796	mosaic
NZ_CP007798	mosaic
NZ_CP009797	mosaic
NC_017961	mosaic
NZ_CP014775	mosaic
NZ_CP013487	mosaic
NZ_CP013488	mosaic
NZ_CP015738	mosaic
NZ_CP015740	mosaic
NZ_CP015741	mosaic
NZ_CP015742	mosaic
NZ_CP015743	mosaic
NZ_CP015744	mosaic
NZ_CP015745	mosaic
NZ_CP015746	mosaic
NZ_CP015747	mosaic
NZ_CP015748	mosaic
NZ_CP012607	mosaic
NZ_CP015841	mosaic
NZ_CP014706	mosaic
NZ_LT571450	mosaic
NZ_LT571451	mosaic
NG_047055	mosaic
NG_047217	mosaic
NG_047288	mosaic
NG_047303	mosaic
NG_047324	mosaic
NG_047325	mosaic
NG_047339	mosaic
NG_047342	mosaic
NG_047343	mosaic
NG_047346	mosaic
NG_047414	mosaic
NG_047431	mosaic
NG_047441	mosaic
NG_047464	mosaic
NG_047468	mosaic
NG_047471	mosaic
NG_047537	mosaic
NG_047564	mosaic
NG_047604	mosaic
NG_047612	mosaic
NG_047631	mosaic
NG_047646	mosaic
NG_047698	mosaic
NG_047706	mosaic
NG_047763	mosaic
NG_047794	mosaic
NG_047806	mosaic
NG_047852	mosaic
NG_047869	mosaic
NG_047877	mosaic
NG_047892	mosaic
NG_048007	mosaic
NG_048081	mosaic
NG_048082	mosaic
NG_048097	mosaic
NG_048108	mosaic
NG_048109	mosaic
NG_048110	mosaic
NG_048112	mosaic
NG_048114	mosaic
NG_048115	mosaic
NG_048116	mosaic
NG_048119	mosaic
NG_048148	mosaic
NG_048153	mosaic
NG_048154	mosaic
NG_048161	mosaic
NG_048173	mosaic
NG_048174	mosaic
NG_048177	mosaic
NG_048194	mosaic
NG_048197	mosaic
NG_048203	mosaic
NG_048233	mosaic
NG_048260	mosaic
NG_048263	mosaic
NG_048264	mosaic
NG_048372	mosaic
NG_048477	mosaic
NG_048578	mosaic
NG_048811	mosaic
NG_049070	mosaic
NG_049075	mosaic
NG_049326	mosaic
NG_049393	mosaic
NG_049496	mosaic
NG_050162	mosaic
NG_050179	mosaic
NG_050184	mosaic
NG_050214	mosaic
NG_050223	mosaic
NG_050238	mosaic
NG_050243	mosaic
NG_050262	mosaic
NG_050263	mosaic
NG_050276	mosaic
NG_050417	mosaic
NG_050462	mosaic
NG_050541	mosaic
NZ_CP015297	mosaic
NZ_CP015303	mosaic
NZ_CP015307	mosaic
NZ_CP015299	mosaic
NZ_CP015301	mosaic
NZ_CP015777	mosaic
NZ_CP015778	mosaic
NZ_CP015295	mosaic
NZ_CP015305	mosaic
NZ_CP015879	mosaic
NC_007414	mosaic
NC_017319	mosaic
NC_017329	mosaic
NZ_CP007038	mosaic
NZ_CP012732	mosaic
NZ_CP012734	mosaic
NZ_CP012736	mosaic
NZ_CP012141	mosaic
NZ_CP012142	mosaic
NZ_CP012143	mosaic
NZ_CP012138	mosaic
NZ_CP012139	mosaic
NZ_CP014493	mosaic
NZ_CP014199	mosaic
NZ_CP014792	mosaic
NZ_CP014871	mosaic
NZ_CP015337	mosaic
NZ_CP015858	mosaic
NZ_CP015859	mosaic
NZ_CP015862	mosaic
NZ_CP015484	mosaic
NZ_CP015485	mosaic
NZ_CP015486	mosaic
NZ_LT594096	mosaic
NZ_CP013604	mosaic
NZ_CP016024	mosaic
NZ_CP016025	mosaic
NZ_CP013496	mosaic
NZ_CP013497	mosaic
NZ_CP013499	mosaic
NZ_CP013491	mosaic
NZ_CP013492	mosaic
NZ_CP013494	mosaic
NZ_CP013514	mosaic
NZ_CP013507	mosaic
NZ_CP013508	mosaic
NZ_CP013510	mosaic
NZ_CP013518	mosaic
NZ_CP013519	mosaic
NZ_CP013521	mosaic
NZ_CP015881	mosaic
NZ_CP015882	mosaic
NZ_CP013583	mosaic
NZ_CP013584	mosaic
NZ_CP015851	mosaic
NZ_CP013566	mosaic
NZ_CP013567	mosaic
NZ_CP013501	mosaic
NZ_CP013502	mosaic
NZ_CP013504	mosaic
NZ_CP013543	mosaic
NZ_CP013544	mosaic
NZ_CP013546	mosaic
NZ_CP013540	mosaic
NZ_CP013541	mosaic
NZ_CP013533	mosaic
NZ_CP013535	mosaic
NZ_CP013536	mosaic
NZ_CP013530	mosaic
NZ_CP013531	mosaic
NZ_CP013561	mosaic
NZ_CP013562	mosaic
NZ_CP013576	mosaic
NZ_CP013578	mosaic
NZ_CP013579	mosaic
NZ_CP013548	mosaic
NZ_CP013550	mosaic
NZ_CP013551	mosaic
NZ_CP013587	mosaic
NZ_CP013632	mosaic
NZ_CP013633	mosaic
NZ_CP013523	mosaic
NZ_CP013634	mosaic
NZ_CP013635	mosaic
NZ_CP013526	mosaic
NZ_CP013555	mosaic
NZ_CP013556	mosaic
NZ_CP013591	mosaic
NZ_CP013592	mosaic
NZ_CP013594	mosaic
NZ_CP013570	mosaic
NZ_CP013572	mosaic
NZ_CP013573	mosaic
NZ_CP013597	mosaic
NZ_CP013598	mosaic
NZ_CP013600	mosaic
NZ_CP013645	mosaic
NZ_CP013646	mosaic
NZ_CP013647	mosaic
NZ_CP013648	mosaic
NZ_CP013638	mosaic
NZ_CP013639	mosaic
NZ_CP013640	mosaic
NZ_CP013641	mosaic
NZ_CP012878	mosaic
NZ_CP012895	mosaic
NZ_CP011518	mosaic
NZ_CP011519	mosaic
NZ_CP011520	mosaic
NZ_CP011521	mosaic
NZ_CP016287	mosaic
NZ_CP016288	mosaic
NZ_CP016289	mosaic
NZ_CP016290	mosaic
NZ_CP016291	mosaic
NZ_CP016292	mosaic
NZ_CP016293	mosaic
NZ_LT222313	mosaic
NZ_LT222314	mosaic
NZ_LT222315	mosaic
NZ_LT222316	mosaic
NZ_LT222317	mosaic
NZ_LT222318	mosaic
NC_007608	mosaic
NZ_CP015365	mosaic
NZ_CP015366	mosaic
NC_008382	mosaic
NC_008381	mosaic
NC_008384	mosaic
NZ_LT598658	mosaic
NZ_CP016309	mosaic
NZ_CP014569	mosaic
NZ_CP015212	mosaic
NZ_CP015213	mosaic
NZ_CP015214	mosaic
NZ_CP016381	mosaic
NZ_CP015351	mosaic
NZ_CP015352	mosaic
NZ_CP015353	mosaic
NZ_CP015355	mosaic
NZ_CP015356	mosaic
NZ_CP015358	mosaic
NZ_CP015319	mosaic
NZ_CP015322	mosaic
NZ_CP016416	mosaic
NZ_CP016593	mosaic
NC_015595	mosaic
NC_016113	mosaic
NC_003131	mosaic
NC_003132	mosaic
NC_003134	mosaic
NC_020960	mosaic
NC_020986	mosaic
NZ_HG969193	mosaic
NC_020947	mosaic
NC_020988	mosaic
NC_020984	mosaic
NC_020957	mosaic
NC_020551	mosaic
NC_020987	mosaic
NC_020979	mosaic
NC_020961	mosaic
NC_020513	mosaic
NC_019392	mosaic
NC_020946	mosaic
NC_020963	mosaic
NC_020980	mosaic
NC_020951	mosaic
NC_020952	mosaic
NC_020985	mosaic
NC_020955	mosaic
NC_020981	mosaic
NC_020948	mosaic
NC_020958	mosaic
NC_020983	mosaic
NC_018141	mosaic
NC_020057	mosaic
NC_020956	mosaic
NC_020953	mosaic
NC_021976	mosaic
NZ_CP007125	mosaic
NC_016585	mosaic
NC_016586	mosaic
NC_016623	mosaic
NC_016587	mosaic
NC_016624	mosaic
NC_016588	mosaic
NC_020950	mosaic
NC_020959	mosaic
NZ_LN681226	mosaic
NC_018683	mosaic
NC_018701	mosaic
NZ_HG813243	mosaic
NZ_HG916853	mosaic
NZ_HG916854	mosaic
NZ_HG916855	mosaic
NC_016813	mosaic
NC_016836	mosaic
NC_016814	mosaic
NT_187146	mosaic
NT_187147	mosaic
NT_187148	mosaic
NT_187149	mosaic
NT_187150	mosaic
NC_016815	mosaic
NC_020949	mosaic
NC_019272	mosaic
NC_010160	mosaic
NC_000914	mosaic
NC_012586	mosaic
NC_000958	mosaic
NC_001856	mosaic
NC_009620	mosaic
NC_009622	mosaic
NC_003037	mosaic
NC_003078	mosaic
NC_003384	mosaic
NC_011749	mosaic
NC_012923	mosaic
NC_005008	mosaic
NC_004632	mosaic
NC_004633	mosaic
NC_004669	mosaic
NC_004670	mosaic
NC_004671	mosaic
NC_003903	mosaic
NC_003904	mosaic
NC_004851	mosaic
NC_016838	mosaic
NC_016839	mosaic
NC_016846	mosaic
NC_017659	mosaic
NC_018659	mosaic
NC_018660	mosaic
NC_018666	mosaic
NC_006462	mosaic
NC_006529	mosaic
NC_007607	mosaic
NG_047246	mosaic
NG_047326	mosaic
NG_047353	mosaic
NG_047470	mosaic
NG_047991	mosaic
NG_047995	mosaic
NG_048104	mosaic
NG_048196	mosaic
NG_050145	mosaic
NG_051170	mosaic
NZ_CP014937	mosaic
NZ_CP014938	mosaic
NZ_CP014934	mosaic
NZ_CP014935	mosaic
NZ_CP014913	mosaic
NZ_CP014918	mosaic
NZ_CP014921	mosaic
NZ_CP014925	mosaic
NZ_CP014926	mosaic
NZ_CP014928	mosaic
NZ_CP014929	mosaic
NZ_CP014930	mosaic
NZ_CP014932	mosaic
NZ_CP016834	mosaic
NZ_CP016820	mosaic
NZ_CP016822	mosaic
NZ_CP014597	mosaic
NZ_CP014601	mosaic
NZ_CP015439	mosaic
NZ_CP015440	mosaic
NC_016596	mosaic
NC_016619	mosaic
NZ_CP015988	mosaic
NZ_CP015989	mosaic
NZ_CP005085	mosaic
NZ_CP005086	mosaic
NZ_CP005087	mosaic
NZ_CP005088	mosaic
NZ_CP005089	mosaic
NZ_CP005090	mosaic
NZ_CP012663	mosaic
NZ_CP007238	mosaic
NZ_CP007239	mosaic
NZ_CP010970	mosaic
NZ_CP010971	mosaic
NZ_CP016831	mosaic
NC_018653	mosaic
NC_007505	mosaic
NC_007506	mosaic
NC_007507	mosaic
NC_011603	mosaic
NC_011602	mosaic
NC_022539	mosaic
NC_022542	mosaic
NZ_LT599052	mosaic
NZ_LT599053	mosaic
NZ_LN774771	mosaic
NZ_CP016641	mosaic
NZ_CP016643	mosaic
NC_019685	mosaic
NZ_CP016905	mosaic
NZ_CP016453	mosaic
NZ_CP016454	mosaic
NZ_CP016455	mosaic
NZ_CP016457	mosaic
NC_002128	mosaic
NC_008791	mosaic
NC_009008	mosaic
NC_009621	mosaic
NC_014107	mosaic
NC_005863	mosaic
NC_006377	mosaic
NZ_CP008812	mosaic
NZ_CP014625	mosaic
NZ_CP014626	mosaic
NZ_CP014628	mosaic
NZ_CP014631	mosaic
NZ_CP014632	mosaic
NZ_CP014633	mosaic
NZ_CP017030	mosaic
NZ_CP013412	mosaic
NZ_CP017021	mosaic
NZ_CP017022	mosaic
NZ_CP017023	mosaic
NZ_CP012495	mosaic
NZ_CP012496	mosaic
NZ_CP017026	mosaic
NZ_CP017027	mosaic
NG_051436	mosaic
NZ_CP016423	mosaic
NZ_CP016425	mosaic
NZ_CP014308	mosaic
NZ_CP014309	mosaic
NZ_CP014310	mosaic
NZ_CP014311	mosaic
NC_013966	mosaic
NC_013968	mosaic
NZ_CP007000	mosaic
NZ_CP012180	mosaic
NZ_CP011973	mosaic
NZ_CP017076	mosaic
NZ_CP017077	mosaic
NZ_CP017078	mosaic
NZ_CP017079	mosaic
NZ_CP014874	mosaic
NZ_CP014875	mosaic
NZ_CP014876	mosaic
NZ_CP014877	mosaic
NZ_CP014878	mosaic
NZ_CP014879	mosaic
NZ_CP014891	mosaic
NZ_CP014892	mosaic
NZ_CP014895	mosaic
NZ_CP014882	mosaic
NZ_CP014883	mosaic
NZ_CP014884	mosaic
NZ_CP014885	mosaic
NZ_CP014887	mosaic
NZ_CP014900	mosaic
NZ_CP014901	mosaic
NZ_CP014902	mosaic
NZ_CP014903	mosaic
NZ_CP014904	mosaic
NZ_CP014905	mosaic
NZ_CP015733	mosaic
NZ_CP015734	mosaic
NC_023024	mosaic
NZ_CP013817	mosaic
NZ_CP013818	mosaic
