	locus	Genus	Species	environment	character	IS26	length	CDS	gene counts	Gene_proportion
2114	NC_015429	Lactobacillus	buchneri		mosaic		18513.0	22.0	6.0	0.2727272727272727
2115	NC_015421	Lactobacillus	buchneri		mosaic		10798.0	17.0	5.0	0.29411764705882354
2116	NC_015598	Lactobacillus	kefiranofaciens		static		194769.0	188.0	13.0	0.06914893617021277
2117	NC_015603	Lactobacillus	kefiranofaciens		static		46296.0	50.0	1.0	0.02
2118	NC_009717	Xanthobacter	autotrophicus		static		316164.0	309.0	22.0	0.07119741100323625
2119	NC_015756	Weissella	koreensis		static		18992.0	20.0	1.0	0.05
2120	NC_014621	Ketogulonicigenium	vulgare		mosaic		268675.0	248.0	2.0	0.008064516129032258
2121	NC_014626	Ketogulonicigenium	vulgare		mosaic		243645.0	218.0	3.0	0.013761467889908258
2122	NC_013412	Geobacillus	sp.		static		45057.0	37.0	4.0	0.10810810810810811
2123	NC_009339	Mycobacterium	gilvum		mosaic		321253.0	302.0	23.0	0.076158940397351
2124	NC_009340	Mycobacterium	gilvum		static		25309.0	25.0	1.0	0.04
2125	NC_009341	Mycobacterium	gilvum		static		16660.0	15.0	0.0	0.0
2126	NC_011991	Agrobacterium	vitis		static		130435.0	111.0	5.0	0.04504504504504504
2127	NC_011984	Agrobacterium	vitis		static		211620.0	197.0	15.0	0.07614213197969544
2128	NC_011982	Agrobacterium	vitis		static		258824.0	247.0	40.0	0.16194331983805668
2129	NC_011981	Agrobacterium	vitis		static		631775.0	560.0	22.0	0.039285714285714285
2130	NC_011986	Agrobacterium	vitis		static		78730.0	85.0	4.0	0.047058823529411764
2131	NC_015979	Lactobacillus	sanfranciscensis		static		58739.0	54.0	14.0	0.25925925925925924
2132	NC_015980	Lactobacillus	sanfranciscensis		static		18715.0	16.0	2.0	0.125
2133	NC_014213	Meiothermus	silvanus		static		347854.0	322.0	30.0	0.09316770186335403
2134	NC_014214	Meiothermus	silvanus		static		124421.0	132.0	10.0	0.07575757575757576
2135	NC_012782	[Eubacterium]	eligens		static		60455.0	86.0	1.0	0.011627906976744186
2136	NC_012780	[Eubacterium]	eligens		static		626744.0	610.0	8.0	0.013114754098360656
2137	NC_017725	Borrelia	garinii		static		27111.0	25.0	0.0	0.0
2138	NC_017804	Borrelia	garinii		static		61166.0	69.0	0.0	0.0
2139	NC_011368	Rhizobium	leguminosarum		static		1266105.0	1199.0	15.0	0.012510425354462052
2140	NC_011366	Rhizobium	leguminosarum		static		501946.0	455.0	2.0	0.004395604395604396
2141	NC_011371	Rhizobium	leguminosarum		mosaic		257956.0	221.0	3.0	0.013574660633484163
2142	NC_011370	Rhizobium	leguminosarum		mosaic		308747.0	269.0	9.0	0.03345724907063197
2143	NC_013193	Candidatus	Accumulibacter		mosaic		167595.0	153.0	15.0	0.09803921568627451
2144	NC_013190	Candidatus	Accumulibacter		mosaic		42325.0	39.0	4.0	0.10256410256410256
2145	NC_013191	Candidatus	Accumulibacter		mosaic		37695.0	42.0	3.0	0.07142857142857142
2147	NC_011777	Bacillus	cereus		static		272145.0	275.0	9.0	0.03272727272727273
2148	NC_011771	Bacillus	cereus		static		10915.0	13.0	0.0	0.0
2149	NC_017229	Borrelia	afzelii		static		26539.0	26.0	0.0	0.0
2150	NC_017224	Borrelia	afzelii		static		30718.0	42.0	1.0	0.023809523809523808
2151	NC_017225	Borrelia	afzelii		static		30065.0	41.0	1.0	0.024390243902439025
2152	NC_017230	Borrelia	afzelii		static		30000.0	41.0	1.0	0.024390243902439025
2153	NC_017226	Borrelia	afzelii		static		31118.0	42.0	1.0	0.023809523809523808
2154	NC_017227	Borrelia	afzelii		static		30949.0	42.0	1.0	0.023809523809523808
2155	NC_017231	Borrelia	afzelii		static		25262.0	34.0	0.0	0.0
2156	NC_017228	Borrelia	afzelii		static		29421.0	40.0	0.0	0.0
2157	NC_017232	Borrelia	afzelii		mosaic		24675.0	23.0	4.0	0.17391304347826086
2158	NC_017239	Borrelia	afzelii		static		26626.0	25.0	0.0	0.0
2159	NC_017233	Borrelia	afzelii		mosaic		22901.0	20.0	0.0	0.0
2160	NC_017234	Borrelia	afzelii		static		22449.0	13.0	0.0	0.0
2161	NC_017235	Borrelia	afzelii		static		27239.0	29.0	0.0	0.0
2162	NC_017236	Borrelia	afzelii		static		20715.0	19.0	0.0	0.0
2163	NC_017240	Borrelia	afzelii		static		30180.0	36.0	0.0	0.0
2164	NC_017237	Borrelia	afzelii		static		33903.0	29.0	3.0	0.10344827586206896
2165	NC_017241	Borrelia	afzelii		static		57919.0	69.0	0.0	0.0
2166	NC_015715	Zymomonas	mobilis		static		37387.0	38.0	2.0	0.05263157894736842
2167	NC_015716	Zymomonas	mobilis		static		34161.0	34.0	0.0	0.0
2168	NC_005707	Bacillus	cereus		mosaic		208369.0	206.0	5.0	0.024271844660194174
2169	NC_017180	Zymomonas	mobilis		static		32479.0	28.0	0.0	0.0
2170	NC_017183	Zymomonas	mobilis		static		32283.0	27.0	1.0	0.037037037037037035
2171	NC_017181	Zymomonas	mobilis		static		31692.0	25.0	0.0	0.0
2172	NC_017184	Zymomonas	mobilis		static		18461.0	27.0	2.0	0.07407407407407407
2176	NC_012855	Ralstonia	pickettii		static		389779.0	415.0	8.0	0.01927710843373494
2177	NC_012849	Ralstonia	pickettii		mosaic		273136.0	272.0	10.0	0.03676470588235294
2178	NC_012851	Ralstonia	pickettii		static		51398.0	65.0	1.0	0.015384615384615385
2179	NC_011654	Bacillus	cereus		static		12481.0	19.0	0.0	0.0
2180	NC_011655	Bacillus	cereus		mosaic		270082.0	235.0	15.0	0.06382978723404255
2181	NC_011656	Bacillus	cereus		static		45173.0	55.0	1.0	0.01818181818181818
2183	NC_015700	Lactobacillus	reuteri		mosaic		12160.0	15.0	0.0	0.0
2184	NC_015698	Lactobacillus	reuteri		mosaic		14173.0	14.0	1.0	0.07142857142857142
2185	NC_015701	Lactobacillus	reuteri		static		19059.0	16.0	0.0	0.0
2188	NC_013792	Bacillus	pseudofirmus		static		285222.0	265.0	19.0	0.07169811320754717
2189	NC_013793	Bacillus	pseudofirmus		static		105029.0	103.0	4.0	0.038834951456310676
2190	NC_015319	Lactobacillus	amylovorus		static		33688.0	33.0	2.0	0.06060606060606061
2191	NC_015322	Lactobacillus	amylovorus		static		25284.0	27.0	0.0	0.0
2192	NC_017273	Thermus	thermophilus		static		440026.0	441.0	35.0	0.07936507936507936
2193	NC_017377	Helicobacter	pylori		static		12783.0	14.0	0.0	0.0
2194	NC_003080	Corynebacterium	jeikeium		static		14323.0	13.0	2.0	0.15384615384615385
2195	NC_014651	Geobacillus	sp.		static		71617.0	73.0	2.0	0.0273972602739726
2196	NC_013958	Nitrosococcus	halophilus		static		65833.0	63.0	1.0	0.015873015873015872
2201	NC_015223	Nitrosomonas	sp.		static		92707.0	90.0	4.0	0.044444444444444446
2202	NC_015221	Nitrosomonas	sp.		static		63790.0	67.0	4.0	0.05970149253731343
2203	NC_008010	Deinococcus	geothermalis		mosaic		574127.0	516.0	34.0	0.06589147286821706
2204	NC_009939	Deinococcus	geothermalis		mosaic		205686.0	200.0	17.0	0.085
2205	NC_007615	Nitrosospira	multiformis		static		18871.0	18.0	1.0	0.05555555555555555
2206	NC_007616	Nitrosospira	multiformis		static		17036.0	17.0	2.0	0.11764705882352941
2207	NC_007617	Nitrosospira	multiformis		static		14159.0	18.0	2.0	0.1111111111111111
2208	NC_011990	Agrobacterium	radiobacter		static		184668.0	179.0	9.0	0.05027932960893855
2209	NC_011987	Agrobacterium	radiobacter		static		388169.0	354.0	16.0	0.04519774011299435
2210	NC_011994	Agrobacterium	radiobacter		mosaic		44420.0	39.0	1.0	0.02564102564102564
2212	NC_012655	Bacillus	anthracis		mosaic		94830.0	95.0	5.0	0.05263157894736842
2213	NC_012656	Bacillus	anthracis		mosaic		181677.0	171.0	10.0	0.05847953216374269
2214	NC_004319	Corynebacterium	efficiens		static		23743.0	16.0	3.0	0.1875
2215	NC_004320	Corynebacterium	efficiens		static		48672.0	39.0	9.0	0.23076923076923078
2217	NC_017508	Marinobacter	adhaerens		static		42349.0	49.0	1.0	0.02040816326530612
2218	NC_017507	Marinobacter	adhaerens		static		187465.0	146.0	2.0	0.0136986301369863
2219	NC_015851	Acidithiobacillus	caldus		mosaic		251782.0	236.0	46.0	0.19491525423728814
2220	NC_015852	Acidithiobacillus	caldus		static		9778.0	12.0	2.0	0.16666666666666666
2221	NC_015853	Acidithiobacillus	caldus		static		14110.0	14.0	0.0	0.0
2222	NC_015854	Acidithiobacillus	caldus		mosaic		29704.0	30.0	1.0	0.03333333333333333
2223	NC_006139	Desulfotalea	psychrophila		static		121587.0	104.0	7.0	0.0673076923076923
2224	NC_006140	Desulfotalea	psychrophila		static		14664.0	18.0	0.0	0.0
2225	NC_010604	Mycobacterium	marinum		static		23317.0	28.0	1.0	0.03571428571428571
2226	NC_015146	Pseudarthrobacter	phenanthrenivorans		mosaic		190450.0	198.0	29.0	0.14646464646464646
2227	NC_015147	Pseudarthrobacter	phenanthrenivorans		mosaic		94456.0	94.0	2.0	0.02127659574468085
2228	NC_014908	Alicycliphilus	denitrificans		mosaic		119718.0	108.0	11.0	0.10185185185185185
2229	NC_014911	Alicycliphilus	denitrificans		mosaic		78982.0	85.0	9.0	0.10588235294117647
2230	NC_015970	Rhodothermus	marinus		static		105449.0	88.0	7.0	0.07954545454545454
2232	NC_012577	Bacillus	anthracis		mosaic		94875.0	94.0	5.0	0.05319148936170213
2233	NC_012579	Bacillus	anthracis		mosaic		181773.0	171.0	10.0	0.05847953216374269
2234	NC_017536	Oligotropha	carboxidovorans		static		133055.0	126.0	4.0	0.031746031746031744
2235	NC_017539	Oligotropha	carboxidovorans		static		167269.0	166.0	7.0	0.04216867469879518
2236	NC_014558	Lactobacillus	plantarum		mosaic		53560.0	47.0	9.0	0.19148936170212766
2237	NC_017032	Enterococcus	faecium		mosaic		56520.0	64.0	5.0	0.078125
2241	NC_015057	Granulicella	tundricola		mosaic		475658.0	310.0	6.0	0.01935483870967742
2242	NC_015065	Granulicella	tundricola		mosaic		300292.0	206.0	9.0	0.043689320388349516
2243	NC_015058	Granulicella	tundricola		static		188167.0	176.0	5.0	0.028409090909090908
2244	NC_015059	Granulicella	tundricola		static		115493.0	95.0	6.0	0.06315789473684211
2245	NC_015060	Granulicella	tundricola		static		115221.0	108.0	5.0	0.046296296296296294
2247	NC_017919	Helicobacter	pylori		static		22406.0	27.0	1.0	0.037037037037037035
2249	NC_015459	Pusillimonas	sp.		static		41205.0	63.0	1.0	0.015873015873015872
2250	NC_015184	Agrobacterium	sp.		static		601551.0	586.0	5.0	0.008532423208191127
2251	NC_014249	'Nostoc	azollae'		static		109570.0	93.0	0.0	0.0
2254	NC_015423	Alicycliphilus	denitrificans		static		75488.0	87.0	0.0	0.0
2255	NC_010399	Clavibacter	michiganensis		static		50350.0	50.0	2.0	0.04
2256	NC_010408	Clavibacter	michiganensis		static		94791.0	105.0	2.0	0.01904761904761905
2258	NC_008688	Paracoccus	denitrificans		static		653815.0	601.0	6.0	0.009983361064891847
2259	NC_017041	Rickettsia	australis		static		26610.0	24.0	2.0	0.08333333333333333
2260	NC_015258	Polymorphum	gilvum		static		69598.0	62.0	7.0	0.11290322580645161
2261	NC_017577	Shewanella	baltica		mosaic		120153.0	125.0	6.0	0.048
2262	NC_017580	Shewanella	baltica		mosaic		91728.0	99.0	6.0	0.06060606060606061
2263	NC_017578	Shewanella	baltica		mosaic		71173.0	83.0	13.0	0.1566265060240964
2264	NC_017570	Shewanella	baltica		static		72392.0	64.0	3.0	0.046875
2265	NC_017572	Shewanella	baltica		static		60958.0	51.0	1.0	0.0196078431372549
2266	NC_017588	Thermus	thermophilus		mosaic		265886.0	279.0	10.0	0.035842293906810034
2267	NC_017590	Thermus	thermophilus		mosaic		142731.0	158.0	10.0	0.06329113924050633
2268	NC_015560	Hoyosella	subflava		static		17897.0	20.0	1.0	0.05
2269	NC_015561	Hoyosella	subflava		static		106784.0	94.0	3.0	0.031914893617021274
2270	NC_017139	Bacillus	megaterium		static		74613.0	60.0	0.0	0.0
2271	NC_017140	Bacillus	megaterium		static		9699.0	10.0	0.0	0.0
2274	NC_014811	Mycobacterium	gilvum		mosaic		211864.0	202.0	15.0	0.07425742574257425
2275	NC_014812	Mycobacterium	gilvum		static		23681.0	23.0	1.0	0.043478260869565216
2276	NC_019561	Helicobacter	pylori		static		18787.0	16.0	0.0	0.0
2278	NC_019564	Helicobacter	pylori		static		12113.0	11.0	0.0	0.0
2280	NC_008573	Shewanella	sp.		mosaic		278942.0	267.0	13.0	0.04868913857677903
2281	NC_016835	Rahnella	aquatilis		static		463906.0	407.0	5.0	0.012285012285012284
2282	NC_016819	Rahnella	aquatilis		static		115487.0	107.0	2.0	0.018691588785046728
2284	NC_014331	Bacillus	cereus		mosaic		181907.0	170.0	10.0	0.058823529411764705
2285	NC_014332	Bacillus	cereus		mosaic		94469.0	93.0	5.0	0.053763440860215055
2286	NC_014333	Bacillus	cereus		static		14219.0	16.0	0.0	0.0
2287	NC_007336	Ralstonia	eutropha		mosaic		634917.0	564.0	30.0	0.05319148936170213
2288	NC_007337	Ralstonia	eutropha		mosaic		87688.0	90.0	5.0	0.05555555555555555
2289	NC_015178	Acidiphilium	multivorum		mosaic		271573.0	246.0	37.0	0.15040650406504066
2290	NC_015187	Acidiphilium	multivorum		mosaic		65564.0	58.0	5.0	0.08620689655172414
2291	NC_015179	Acidiphilium	multivorum		mosaic		54248.0	55.0	8.0	0.14545454545454545
2292	NC_015188	Acidiphilium	multivorum		mosaic		40588.0	33.0	5.0	0.15151515151515152
2293	NC_015180	Acidiphilium	multivorum		static		14328.0	13.0	0.0	0.0
2294	NC_015181	Acidiphilium	multivorum		mosaic		12125.0	12.0	1.0	0.08333333333333333
2300	NC_010404	Acinetobacter	baumannii		mosaic		94413.0	89.0	6.0	0.06741573033707865
2301	NC_015498	Glaciecola	sp.		static		341282.0	324.0	12.0	0.037037037037037035
2302	NC_018222	Enterococcus	faecalis		mosaic		12893.0	15.0	1.0	0.06666666666666667
2303	NC_018223	Enterococcus	faecalis		static		62162.0	79.0	2.0	0.02531645569620253
2304	NC_007974	Cupriavidus	metallidurans		mosaic		2580084.0	2278.0	50.0	0.021949078138718173
2305	NC_007971	Cupriavidus	metallidurans		mosaic		233720.0	242.0	13.0	0.05371900826446281
2306	NC_007972	Cupriavidus	metallidurans		mosaic		171459.0	165.0	9.0	0.05454545454545454
2307	NC_006153	Yersinia	pseudotuberculosis		mosaic		68525.0	84.0	15.0	0.17857142857142858
2308	NC_006154	Yersinia	pseudotuberculosis		mosaic		27702.0	32.0	0.0	0.0
2309	NC_017201	Bacillus	thuringiensis		mosaic		187880.0	183.0	20.0	0.1092896174863388
2310	NC_017199	Bacillus	thuringiensis		mosaic		139013.0	135.0	13.0	0.0962962962962963
2311	NC_017202	Bacillus	thuringiensis		mosaic		127885.0	133.0	8.0	0.06015037593984962
2312	NC_017209	Bacillus	thuringiensis		static		14860.0	20.0	1.0	0.05
2313	NC_017203	Bacillus	thuringiensis		mosaic		281231.0	255.0	23.0	0.09019607843137255
2314	NC_017204	Bacillus	thuringiensis		mosaic		51488.0	70.0	2.0	0.02857142857142857
2316	NC_017205	Bacillus	thuringiensis		mosaic		72074.0	84.0	3.0	0.03571428571428571
2317	NC_017211	Bacillus	thuringiensis		mosaic		8252.0	10.0	0.0	0.0
2318	NC_017206	Bacillus	thuringiensis		mosaic		83590.0	93.0	3.0	0.03225806451612903
2321	NC_020208	Enterococcus	faecium		mosaic		214319.0	237.0	34.0	0.14345991561181434
2322	NC_018066	Desulfosporosinus	acidiphilus		static		60447.0	69.0	0.0	0.0
2324	NC_017726	Bacillus	anthracis		mosaic		181700.0	171.0	9.0	0.05263157894736842
2325	NC_017727	Bacillus	anthracis		mosaic		94824.0	94.0	5.0	0.05319148936170213
2326	NC_016794	Bacillus	cereus		static		55304.0	66.0	1.0	0.015151515151515152
2328	NC_018746	Pseudomonas	putida		static		117003.0	122.0	0.0	0.0
2329	NC_018878	Bacillus	thuringiensis		static		501911.0	681.0	8.0	0.011747430249632892
2330	NC_018879	Bacillus	thuringiensis		mosaic		77895.0	86.0	5.0	0.05813953488372093
2331	NC_018880	Bacillus	thuringiensis		mosaic		15189.0	14.0	2.0	0.14285714285714285
2338	NC_020816	Xanthomonas	citri		static		18869.0	16.0	0.0	0.0
2339	NC_020817	Xanthomonas	citri		mosaic		58317.0	62.0	12.0	0.1935483870967742
2340	NC_018516	Bacillus	thuringiensis		static		349599.0	434.0	4.0	0.009216589861751152
2341	NC_018509	Bacillus	thuringiensis		mosaic		235425.0	245.0	2.0	0.00816326530612245
2342	NC_018510	Bacillus	thuringiensis		mosaic		224872.0	197.0	24.0	0.1218274111675127
2343	NC_018517	Bacillus	thuringiensis		mosaic		14935.0	21.0	0.0	0.0
2346	NC_022243	Neisseria	gonorrhoeae		mosaic		4153.0	10.0	0.0	0.0
2347	NC_020249	Bacillus	thuringiensis		mosaic		77351.0	68.0	14.0	0.20588235294117646
2348	NC_020239	Bacillus	thuringiensis		mosaic		76490.0	87.0	4.0	0.04597701149425287
2349	NC_020240	Bacillus	thuringiensis		mosaic		71777.0	77.0	1.0	0.012987012987012988
2350	NC_020250	Bacillus	thuringiensis		mosaic		11769.0	18.0	0.0	0.0
2351	NC_020241	Bacillus	thuringiensis		mosaic		8513.0	10.0	0.0	0.0
2354	NC_021515	Lactobacillus	plantarum		static		7240.0	10.0	0.0	0.0
2356	NC_021516	Lactobacillus	plantarum		static		27282.0	32.0	0.0	0.0
2357	NC_021526	Lactobacillus	plantarum		static		37097.0	31.0	8.0	0.25806451612903225
2358	NC_021517	Lactobacillus	plantarum		mosaic		40147.0	38.0	9.0	0.23684210526315788
2359	NC_021518	Lactobacillus	plantarum		mosaic		50195.0	47.0	12.0	0.2553191489361702
2360	NC_021527	Lactobacillus	plantarum		mosaic		51857.0	53.0	8.0	0.1509433962264151
2361	NC_021519	Lactobacillus	plantarum		static		74078.0	75.0	11.0	0.14666666666666667
2362	NC_021528	Lactobacillus	plantarum		static		13341.0	15.0	3.0	0.2
2364	NC_018486	Bacillus	thuringiensis		mosaic		171030.0	163.0	7.0	0.04294478527607362
2365	NC_018501	Bacillus	thuringiensis		mosaic		168999.0	161.0	5.0	0.031055900621118012
2366	NC_018487	Bacillus	thuringiensis		mosaic		69876.0	78.0	6.0	0.07692307692307693
2367	NC_018488	Bacillus	thuringiensis		mosaic		65470.0	73.0	4.0	0.0547945205479452
2368	NC_018502	Bacillus	thuringiensis		static		45262.0	56.0	1.0	0.017857142857142856
2369	NC_018489	Bacillus	thuringiensis		mosaic		14056.0	14.0	1.0	0.07142857142857142
2374	NC_020377	Bacillus	thuringiensis		mosaic		8251.0	10.0	0.0	0.0
2376	NC_020391	Bacillus	thuringiensis		static		11331.0	18.0	0.0	0.0
2377	NC_020379	Bacillus	thuringiensis		mosaic		15185.0	13.0	2.0	0.15384615384615385
2378	NC_020380	Bacillus	thuringiensis		mosaic		16206.0	14.0	2.0	0.14285714285714285
2379	NC_020381	Bacillus	thuringiensis		mosaic		39749.0	44.0	2.0	0.045454545454545456
2380	NC_020392	Bacillus	thuringiensis		mosaic		63864.0	56.0	10.0	0.17857142857142858
2381	NC_020382	Bacillus	thuringiensis		mosaic		68616.0	82.0	4.0	0.04878048780487805
2382	NC_020383	Bacillus	thuringiensis		mosaic		85134.0	94.0	4.0	0.0425531914893617
2383	NC_020393	Bacillus	thuringiensis		mosaic		107431.0	120.0	6.0	0.05
2384	NC_020394	Bacillus	thuringiensis		mosaic		233730.0	175.0	8.0	0.045714285714285714
2385	NC_020384	Bacillus	thuringiensis		mosaic		285459.0	259.0	28.0	0.10810810810810811
2386	NC_020385	Bacillus	thuringiensis		mosaic		328151.0	274.0	18.0	0.06569343065693431
2388	NC_018694	Bacillus	thuringiensis		static		54484.0	70.0	0.0	0.0
2389	NC_018685	Bacillus	thuringiensis		static		95433.0	91.0	10.0	0.10989010989010989
2390	NC_018686	Bacillus	thuringiensis		static		183210.0	199.0	5.0	0.02512562814070352
2391	NC_018687	Bacillus	thuringiensis		static		189702.0	158.0	9.0	0.056962025316455694
2392	NC_018688	Bacillus	thuringiensis		static		319710.0	268.0	8.0	0.029850746268656716
2393	NC_018689	Bacillus	thuringiensis		static		429674.0	377.0	8.0	0.021220159151193633
2394	NC_008826	Methylibium	petroleiphilum		static		599444.0	621.0	24.0	0.03864734299516908
2395	NC_009806	Kineococcus	radiotolerans		static		182572.0	170.0	2.0	0.011764705882352941
2396	NC_009660	Kineococcus	radiotolerans		static		12917.0	17.0	0.0	0.0
2397	NC_018492	Bacillus	cereus		static		218786.0	202.0	7.0	0.034653465346534656
2398	NC_018493	Bacillus	cereus		static		40993.0	42.0	0.0	0.0
2399	NC_018499	Bacillus	cereus		static		36273.0	31.0	0.0	0.0
2401	NC_014159	Tsukamurella	paurometabola		static		99806.0	86.0	10.0	0.11627906976744186
2402	NZ_CP006031	Enterococcus	faecium		static		44086.0	49.0	0.0	0.0
2403	NZ_CP008814	Enterococcus	faecalis		mosaic		41610.0	44.0	4.0	0.09090909090909091
2404	NZ_CP008815	Enterococcus	faecalis		mosaic		66548.0	73.0	0.0	0.0
2405	NZ_CP007568	Aeromonas	media		static		11276.0	13.0	1.0	0.07692307692307693
2406	NC_011758	Methylobacterium	extorquens		static		380207.0	323.0	44.0	0.13622291021671826
2407	NC_011760	Methylobacterium	extorquens		static		22617.0	35.0	0.0	0.0
2408	NC_022782	Bacillus	toyonensis		static		76974.0	86.0	4.0	0.046511627906976744
2409	NC_022783	Bacillus	toyonensis		static		7971.0	10.0	0.0	0.0
2410	NZ_CP012161	Octadecabacter	temperatus		static		31560.0	28.0	0.0	0.0
2411	NZ_CP006743	Bacillus	anthracis		mosaic		181793.0	169.0	10.0	0.05917159763313609
2412	NZ_CP006744	Bacillus	anthracis		mosaic		94758.0	92.0	5.0	0.05434782608695652
2413	NZ_CP007617	Bacillus	anthracis		static		94756.0	92.0	5.0	0.05434782608695652
2415	NZ_CP004860	Bacillus	thuringiensis		mosaic		422692.0	334.0	34.0	0.10179640718562874
2416	NZ_CP004861	Bacillus	thuringiensis		mosaic		293574.0	263.0	25.0	0.09505703422053231
2417	NZ_CP004862	Bacillus	thuringiensis		mosaic		53838.0	51.0	8.0	0.1568627450980392
2418	NZ_CP004863	Bacillus	thuringiensis		mosaic		11769.0	18.0	0.0	0.0
2421	NZ_CP004866	Bacillus	thuringiensis		mosaic		7921.0	11.0	0.0	0.0
2423	NZ_CP004868	Bacillus	thuringiensis		mosaic		94568.0	96.0	10.0	0.10416666666666667
2424	NZ_CP004869	Bacillus	thuringiensis		mosaic		67159.0	77.0	4.0	0.05194805194805195
2425	NZ_CP007664	Bacillus	anthracis		mosaic		94889.0	95.0	5.0	0.05263157894736842
2426	NZ_CP007665	Bacillus	anthracis		mosaic		181831.0	170.0	9.0	0.052941176470588235
2427	NZ_CP005961	Pseudomonas	mandelii		mosaic		410512.0	402.0	15.0	0.03731343283582089
2428	NZ_CP007702	Bacillus	anthracis		mosaic		95214.0	94.0	5.0	0.05319148936170213
2429	NZ_CP007703	Bacillus	anthracis		mosaic		183088.0	171.0	9.0	0.05263157894736842
2431	NZ_CP007609	Bacillus	thuringiensis		mosaic		7921.0	11.0	0.0	0.0
2433	NZ_CP007611	Bacillus	thuringiensis		mosaic		8513.0	10.0	0.0	0.0
2434	NZ_CP007612	Bacillus	thuringiensis		mosaic		12003.0	18.0	0.0	0.0
2435	NZ_CP007613	Bacillus	thuringiensis		mosaic		69416.0	60.0	8.0	0.13333333333333333
2436	NZ_CP007614	Bacillus	thuringiensis		mosaic		94637.0	96.0	10.0	0.10416666666666667
2437	NZ_CP007615	Bacillus	thuringiensis		mosaic		293574.0	263.0	25.0	0.09505703422053231
2438	NZ_CP007616	Bacillus	thuringiensis		mosaic		416210.0	330.0	34.0	0.10303030303030303
2439	NZ_CP004871	Bacillus	thuringiensis		mosaic		46634.0	66.0	1.0	0.015151515151515152
2440	NZ_CP004872	Bacillus	thuringiensis		mosaic		64522.0	72.0	4.0	0.05555555555555555
2441	NZ_CP004873	Bacillus	thuringiensis		mosaic		65873.0	59.0	10.0	0.1694915254237288
2442	NZ_CP004874	Bacillus	thuringiensis		mosaic		74480.0	79.0	3.0	0.0379746835443038
2443	NZ_CP004875	Bacillus	thuringiensis		mosaic		95983.0	102.0	3.0	0.029411764705882353
2444	NZ_CP004876	Bacillus	thuringiensis		mosaic		299843.0	268.0	20.0	0.07462686567164178
2445	NZ_CP004877	Bacillus	thuringiensis		mosaic		431546.0	341.0	30.0	0.08797653958944282
2450	NZ_CP004882	Bacillus	thuringiensis		static		14870.0	21.0	0.0	0.0
2451	NZ_CP004883	Bacillus	thuringiensis		mosaic		14721.0	18.0	1.0	0.05555555555555555
2452	NZ_CP008847	Bacillus	anthracis		mosaic		181894.0	171.0	9.0	0.05263157894736842
2453	NZ_CP008848	Bacillus	anthracis		mosaic		94732.0	93.0	5.0	0.053763440860215055
2454	NC_017555	Xanthomonas	albilineans		static		27212.0	31.0	0.0	0.0
2455	NC_017556	Xanthomonas	albilineans		static		31555.0	35.0	1.0	0.02857142857142857
2456	NC_017557	Xanthomonas	albilineans		static		24837.0	28.0	0.0	0.0
2457	NC_018225	Natrinema	sp.		static		95989.0	72.0	1.0	0.013888888888888888
2458	NC_019975	Natronococcus	occultus		static		12939.0	16.0	0.0	0.0
2459	NC_014737	Halogeometricum	borinquense		static		17535.0	22.0	0.0	0.0
2460	NC_010367	Halobacterium	salinarum		mosaic		40894.0	30.0	2.0	0.06666666666666667
2461	NC_018611	Lactobacillus	buchneri		mosaic		56473.0	59.0	11.0	0.1864406779661017
2464	NC_015658	Halopiger	xanaduensis		static		436718.0	343.0	5.0	0.014577259475218658
2465	NC_015659	Halopiger	xanaduensis		static		68763.0	90.0	0.0	0.0
2466	NC_019967	Natrinema	pellirubrum		mosaic		287800.0	266.0	49.0	0.18421052631578946
2467	NC_014300	Halalkalicoccus	jeotgali		mosaic		44576.0	40.0	1.0	0.025
2468	NC_014301	Halalkalicoccus	jeotgali		mosaic		44459.0	39.0	1.0	0.02564102564102564
2469	NC_014302	Halalkalicoccus	jeotgali		static		23727.0	17.0	0.0	0.0
2471	NZ_CP007061	Halobacterium	sp.		mosaic		315592.0	275.0	10.0	0.03636363636363636
2472	NC_006390	Haloarcula	marismortui		static		33452.0	38.0	0.0	0.0
2473	NC_006391	Haloarcula	marismortui		static		39521.0	39.0	2.0	0.05128205128205128
2474	NC_006392	Haloarcula	marismortui		static		50060.0	50.0	3.0	0.06
2475	NC_006394	Haloarcula	marismortui		static		155300.0	166.0	2.0	0.012048192771084338
2476	NC_013748	Haloterrigena	turkmenica		static		71062.0	88.0	0.0	0.0
2477	NC_013749	Haloterrigena	turkmenica		static		15815.0	18.0	0.0	0.0
2478	NZ_CP007056	Halostagnicola	larsenii		static		573680.0	466.0	2.0	0.004291845493562232
2479	NZ_CP007057	Halostagnicola	larsenii		static		464581.0	386.0	4.0	0.010362694300518135
2480	NZ_CP007058	Halostagnicola	larsenii		static		172663.0	168.0	2.0	0.011904761904761904
2481	NZ_CP007059	Halostagnicola	larsenii		static		130926.0	120.0	3.0	0.025
2482	NC_006389	Haloarcula	marismortui		static		33303.0	34.0	0.0	0.0
2483	NC_006393	Haloarcula	marismortui		mosaic		132678.0	108.0	17.0	0.1574074074074074
2484	NC_006395	Haloarcula	marismortui		mosaic		410554.0	344.0	3.0	0.00872093023255814
2485	NC_012030	Halorubrum	lacusprofundi		mosaic		431338.0	322.0	20.0	0.062111801242236024
